Index,cafes name,Overall_Rating,Cuisine,Rate for two,location,Review,Neighborhood,Ambiance,Dietary_Options,Seating_Type,Work_Friendly,Special_Features,Opening_Hours,Alternative_Milk_Options,Food_Menu,Contact Mails,Contact_Number
285,Blue Tokai Coffee Roasters,4.3,"Cafe, Coffee, Healthy Food, Beverages, Desserts, American, Burger, Sandwich","1,200",bangalore,"as always the packaging was very hygienic with sustainable material,food was hearty but the rating is because for me the mustard was a bit more in the wrap which was making it more tangy than needed.",Downtown,Quiet,Keto-friendly,Outdoor,No,Board Games,8 AM - 11 PM,Soy,"Pastries, Sandwiches, Salads",contact@bluetokaicoffeeroasters.com,9.18E+11
286,The Pet People Cafe,4.1,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","1,200",bangalore,Perfect place for pet lovers . I mean this place has definitely got that cute vibe where you cannot sit idle you will just keep enjoying the vibe and the pets around the food is delicious with multi cuisine servedWide menu allows to choose fromIt’s one place for everythingToy shopPet clinic and a pet cafeJust loved it must visit,City Center,Rustic,None,Outdoor,No,Board Games,7 AM - 10 PM,Oat,Vegan & Organic Food,contact@thepetpeoplecafe.com,9.16E+11
287,The Pet People Cafe,4.1,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","1,200",bangalore,I have been passing this area for quite sometimes and I always wanted to visit.First I have cats with me so I feel like this is a good place to groom my cats and the food look delicious and I am right about it….Nikita has helped me understand a lot about the in and outs of the grooming area and they even have their own consultation doctor..they have a cafe as well…and I really enjoy my Vietnamese drinks….it’s so yum…I feel like this would  be a good place to wait if you take your pets for grooming…Ajit was the best person to connect with food…and everyone have the most friendliest character..I will come and visit soon,City Center,Modern,Keto-friendly,Outdoor,Yes,None,9 AM - 9 PM,Soy,"Pastries, Sandwiches, Salads",contact@thepetpeoplecafe.com,9.16E+11
288,The Pet People Cafe,4.1,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","1,200",bangalore,"The staff was friendly and welcoming, and my dog was treated like a VIP. We tried the orange drink, coffee, latte, veg rolls, Japanese fried rice, and basil noodles, and everything was delicious. The cafe also has a wide variety of pet toys, food, and veterinary services, so it's a great one-stop shop for pet lovers.",Riverside,Cozy,Gluten-free options,Outdoor,Yes,Board Games,9 AM - 9 PM,Coconut,Vegan & Organic Food,contact@thepetpeoplecafe.com,9.19E+11
289,Haru Asian Bistro,3.9,"Cafe, Coffee, Japanese, Thai, Chinese, Sushi, Korean, Beverages","1,000",bangalore,taste was not good ckn is very less qry ,City Center,Rustic,Keto-friendly,Outdoor,No,Board Games,7 AM - 10 PM,Oat,"Pastries, Sandwiches, Salads",contact@haruasianbistro.com,9.16E+11
290,Haru Asian Bistro,3.9,"Cafe, Coffee, Japanese, Thai, Chinese, Sushi, Korean, Beverages","1,000",bangalore,It was that great,Old Town,Modern,None,Both,No,Open Mic Nights,9 AM - 9 PM,Almond,Full Breakfast & Lunch,contact@haruasianbistro.com,9.20E+11
291,Haru Asian Bistro,3.9,"Cafe, Coffee, Japanese, Thai, Chinese, Sushi, Korean, Beverages","1,000",bangalore,Received the wrong order and was unable to reach the restaurant,City Center,Modern,Vegan-friendly,Both,No,None,6 AM - 8 PM,Coconut,Vegan & Organic Food,contact@haruasianbistro.com,9.18E+11
292,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,"My visit to 2.0 Drinks Cafe was nothing short of fantastic. The ambience, delicious food, and delightful drinks made it a memorable outing. I highly recommend this cafe to anyone looking for a place to relax, enjoy good company, and indulge in scrumptious meals. I'll definitely be coming back for more of their mouthwatering offerings!",Suburb,Rustic,Keto-friendly,Outdoor,Yes,Pet-friendly,6 AM - 8 PM,Soy,Full Breakfast & Lunch,contact@the2.0drinks.com,9.18E+11
293,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,I order paneer tikka pizza and mango milkshake from the 2.0 drink. I got my one of the best experience. It is value for money,Riverside,Cozy,Gluten-free options,Outdoor,Yes,Pet-friendly,8 AM - 11 PM,Soy,Full Breakfast & Lunch,contact@the2.0drinks.com,9.20E+11
294,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,The best place for hanging out with family and friends. The Mexican pizza is just amazing you can't get over it. The Korean ambience makes this place more beautiful. Do visit and treat yourself 😺,City Center,Rustic,None,Both,Yes,None,7 AM - 10 PM,Coconut,Only Beverages,contact@the2.0drinks.com,9.18E+11
295,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,Do yourself a favor and visit this lovely restaurant in JP nagar  4th phase.. The service is unmatched.The food is absolutely amazing – everything we tasted melted in other mouths. Absolutely the best pizza and brownie with Ice cream made my day . Recommended to all age groups specially Korean and BTS fans will enjoy the interior Korean design. ,Old Town,Modern,None,Indoor,Yes,Pet-friendly,9 AM - 9 PM,Soy,Full Breakfast & Lunch,contact@the2.0drinks.com,9.16E+11
296,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,"What a delicious pizza it was just waooo , thanks 2.0 for timely delivery . Your new approach to give pizza a new test was just great. Wrap that was loaded with that soft panners was awesome. Must try there Maxican pizza and smoothies they are best in them. There new approach to present food in Korean packaging style will just touch Korean movie lovers and with that  deliciousness will mesmerize you. Thanks 2.0 for making my birthday memorable. ",Riverside,Rustic,Vegan-friendly,Both,Yes,Pet-friendly,8 AM - 11 PM,Coconut,"Pastries, Sandwiches, Salads",contact@the2.0drinks.com,9.17E+11
297,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,lot of serving and value for money and taste wise no food soda or food colour was added ...best food must try their biryani 😋,Downtown,Lively,Vegan-friendly,Both,Yes,Open Mic Nights,6 AM - 8 PM,Almond,Only Beverages,contact@crackerscafe.com,9.20E+11
298,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,delicious 😋 biryani ,Downtown,Rustic,Gluten-free options,Outdoor,No,Live Music,7 AM - 10 PM,Almond,"Pastries, Sandwiches, Salads",contact@crackerscafe.com,9.19E+11
299,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,"worst 😔 test, There is no  difference between Soup and curry, Dosa its not a normal dosa lemon flavour dosa ...",Riverside,Rustic,Gluten-free options,Outdoor,No,Open Mic Nights,6 AM - 8 PM,Soy,Only Beverages,contact@crackerscafe.com,9.17E+11
300,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,"Crackers Cafe is newly opened cafe in KoramangalaThey serve Andhra-style cuisine.They have both veg as well as non veg menu.They serve delectable starters, idly,chickencurry,Dosa,burgers and much moreClean and hygienic preparationLively ambience.Friendly staffBest place for those who love Andhra-style food at affordable prices.Highly recommended. Must visit.",Riverside,Lively,Vegan-friendly,Outdoor,Yes,None,9 AM - 9 PM,Almond,Vegan & Organic Food,contact@crackerscafe.com,9.17E+11
301,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,"Attended here for the celebration of popular Instagram page Bangalore explorers 2.0 on completion of 10k followers.Earlier they were serving only continental breakfast and now they serve other breakfast options also, it's a small cafe with Andhra style dishes. From idly, dosas and paddus with lot's of non-veg and veg options. It's a recently opened cute little place serving various dishes at affordable price. Available on Swiggy and Zomato too..",Downtown,Rustic,Vegan-friendly,Indoor,Yes,Open Mic Nights,6 AM - 8 PM,Coconut,Only Beverages,contact@crackerscafe.com,9.19E+11
302,Green Bean Coffee,3.9,"Cafe, Coffee, Beverages, Fast Food",500,bangalore,"A Perfect Blend of Fun and Flavor - A Must-Try Spot for Board Game Enthusiasts:Nestled along the bustling double road, Green Bean Coffee's very own food paradise, offering an exciting blend of fun-filled activities, great ambiance, and delightful food, has become a go-to destination for families and friends looking to spend quality time together. Whether you're a board game enthusiast or simply looking for a unique dining experience, this place has got you covered.Ambiance:The moment you step in, the inviting ambiance of Green Bean Coffee's food haven will capture your heart. With both indoor and outdoor seating options, you can choose your preferred spot. The highlight of the place...read more",Suburb,Modern,Keto-friendly,Outdoor,No,None,6 AM - 8 PM,Coconut,Vegan & Organic Food,contact@greenbeancoffee.com,9.19E+11
303,Green Bean Coffee,3.9,"Cafe, Coffee, Beverages, Fast Food",500,bangalore,basil sauce was very spicy..hardly any paneer in the rice,Riverside,Modern,Keto-friendly,Both,Yes,Open Mic Nights,8 AM - 11 PM,Coconut,Only Beverages,contact@greenbeancoffee.com,9.19E+11
304,Qmin,3.5,"Cafe, Tea, Fast Food, Desserts",600,bangalore,"@qmincafe has 14 outlets in Bengaluru & counting.. My top picks would be almond croissant, pinwheel paneer sandwich and lemon iced tea.Another highlight of the place is its vibrant set up with colourful walls, cozy corners and beautiful outdoors too. Follow @qmincafe on Insta or login to @qminapp page for regular updates on new items and offers.",Old Town,Rustic,Gluten-free options,Both,No,None,6 AM - 8 PM,None,"Pastries, Sandwiches, Salads",contact@qmin.com,9.18E+11
305,Qmin,3.5,"Cafe, Tea, Fast Food, Desserts",600,bangalore,"Food was too oily.There was no “ginger” in the ginger tea.One of the worst places to be.Chai point is opposite this, save your time and go there if you are craving for a tea.",Riverside,Cozy,Keto-friendly,Both,Yes,Open Mic Nights,6 AM - 8 PM,None,"Pastries, Sandwiches, Salads",contact@qmin.com,9.17E+11
306,Qmin,3.5,"Cafe, Tea, Fast Food, Desserts",600,bangalore,Excellent,Riverside,Cozy,Keto-friendly,Indoor,Yes,Board Games,6 AM - 8 PM,None,"Pastries, Sandwiches, Salads",contact@qmin.com,9.19E+11
307,Moto Store & Café,4.1,"Cafe, Pizza, Fast Food, Desserts, Beverages, Shake",600,bangalore,"pizza base was not of good quality as well as one pizza had very less cheese.earlier my experience used to be good with moto cafe but this time , i was disappointed ",Suburb,Rustic,None,Indoor,No,None,7 AM - 10 PM,Almond,Only Beverages,contact@motostoreandcafé.com,9.18E+11
308,Moto Store & Café,4.1,"Cafe, Pizza, Fast Food, Desserts, Beverages, Shake",600,bangalore,nice food taste and ambiance. ,Suburb,Quiet,Keto-friendly,Outdoor,Yes,Open Mic Nights,9 AM - 9 PM,Soy,Full Breakfast & Lunch,contact@motostoreandcafé.com,9.20E+11
309,Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,no soya in soya chilli. pathetic food. waste of money.,Suburb,Lively,None,Both,Yes,Live Music,6 AM - 8 PM,Coconut,"Pastries, Sandwiches, Salads",contact@pothead.com,9.17E+11
310,Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,Price is on a higher side for the portion provided. Quality was nice.,Suburb,Quiet,Keto-friendly,Outdoor,Yes,Board Games,7 AM - 10 PM,None,Only Beverages,contact@pothead.com,9.18E+11
311,Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,Fancy food but lacking descriptions. Menu should have more information on descriptions to avoid disappointment. ,Riverside,Lively,Vegan-friendly,Outdoor,Yes,Pet-friendly,6 AM - 8 PM,None,Vegan & Organic Food,contact@pothead.com,9.16E+11
312,Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,"Guys, I paid 500 for one small bowl of Pasta ? Please don't fool customers. This is not even one small bowl. ",Downtown,Modern,Vegan-friendly,Outdoor,Yes,Live Music,9 AM - 9 PM,None,Only Beverages,contact@pothead.com,9.17E+11
313,Qube Cafe,3.9,"Cafe, Tea, Beverages, Sandwich, Burger, Fast Food, North Indian, Street Food",350,bangalore,The food quality was awesome at the price point. Location is very central and the service is very friendly. The overall portions are quite good. The Pasta and Sandwiches seems to be their specialty. The cafe also has parking which is very difficult in Koramangala.,City Center,Lively,Vegan-friendly,Indoor,Yes,Live Music,8 AM - 11 PM,Soy,Full Breakfast & Lunch,contact@qubecafe.com,9.19E+11
314,Qube Cafe,3.9,"Cafe, Tea, Beverages, Sandwich, Burger, Fast Food, North Indian, Street Food",350,bangalore,"Please learn to make paranthas. These were thick rotis, not chewable, and no taste in the paneer, too.Totally nor worth it. You destroyed my hunger.",Riverside,Quiet,None,Outdoor,Yes,Board Games,6 AM - 8 PM,Soy,Vegan & Organic Food,contact@qubecafe.com,9.19E+11
315,Barista Coffee,3.4,"Cafe, Fast Food, Beverages, Desserts",600,bangalore,Entire coffee spilled over and no compensation provided,City Center,Rustic,None,Indoor,Yes,Board Games,9 AM - 9 PM,None,Full Breakfast & Lunch,contact@baristacoffee.com,9.20E+11
316,Barista Coffee,3.4,"Cafe, Fast Food, Beverages, Desserts",600,bangalore,good quality of food ,City Center,Rustic,None,Outdoor,Yes,Open Mic Nights,6 AM - 8 PM,Almond,Full Breakfast & Lunch,contact@baristacoffee.com,9.18E+11
317,Barista Coffee,3.4,"Cafe, Fast Food, Beverages, Desserts",600,bangalore,Do visit at night with family ,Downtown,Lively,Keto-friendly,Outdoor,Yes,None,6 AM - 8 PM,Coconut,"Pastries, Sandwiches, Salads",contact@baristacoffee.com,9.19E+11
318,Cafe Down The Alley,New,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,Good,Downtown,Modern,None,Both,Yes,None,8 AM - 11 PM,Soy,"Pastries, Sandwiches, Salads",contact@cafedownthealley.com,9.16E+11
319,Cafe Down The Alley,New,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,"really tasty food and friendly staff. great place:"")",Old Town,Cozy,None,Indoor,Yes,Live Music,9 AM - 9 PM,Soy,Only Beverages,contact@cafedownthealley.com,9.20E+11
320,Cafe Down The Alley,New,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,pasta and French fries are must try🤗...!! ,City Center,Modern,Keto-friendly,Indoor,No,Pet-friendly,6 AM - 8 PM,Coconut,Only Beverages,contact@cafedownthealley.com,9.18E+11
321,Cafe Down The Alley,New,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,"I really like the atmosphere, good coffee, and nice interior. This is a good place to chill with friends and family. The drinks and foods were all tasty and worthwhile. If you’re up for a fresh place with beautiful architecture then this is a must to visit.",Downtown,Cozy,Gluten-free options,Indoor,Yes,Pet-friendly,8 AM - 11 PM,Soy,"Pastries, Sandwiches, Salads",contact@cafedownthealley.com,9.19E+11
322,Clean Slate Cafe,4.1,"Cafe, Continental, Italian, Beverages, Desserts",850,bangalore,"This place has a very dull ambience and it looks very unappealing from the outside and inside as well. The menu includes sandwiches, burgers, pizza, pasta and pancakes. In beverages, they offer milkshakes, cold coffee and mocktails. We ordered caramel cookie shake and caramel frappe. The shake tasted ok, something was missing. But the frappe was not good. It felt like some essence was added and was not naturally flavored. It didn't taste good. We then ordered the Alfredo veg pasta. It was mild with less flavor. I had asked the staff what veggies would be added, they said capsicum and broccoli, broccoli was not added and exactly three small pieces of capsicum was added. In dessert, we...read more",Riverside,Rustic,None,Both,Yes,Pet-friendly,7 AM - 10 PM,Almond,Full Breakfast & Lunch,contact@cleanslatecafe.com,9.17E+11
